G,S,S_full,T,DeltaT
0.5392770915610063,3.1659524743739692e-28,3.1444449233947453e-28,10.0,5.0
0.995472694071176,1.1312330089617787e-28,1.1235481015582652e-28,10.0,5.0
0.37622188413407387,2.8453308702794897e-28,2.8260014270106015e-28,10.0,5.0
0.7345434144613483,2.823789143467876e-28,2.8046060415579684e-28,10.0,5.0
0.45914860053784246,3.07735185427397e-28,3.056446201892046e-28,10.0,5.0
0.3730576592338274,2.8336506154357264e-28,2.8144005206973216e-28,10.0,5.0
0.8634472777383869,2.16425262281843e-28,2.1495500099415915e-28,10.0,5.0
0.6639175342425675,3.0389012886040634e-28,3.018256845923778e-28,10.0,5.0
0.44056661514030326,3.037769621264026e-28,3.0171328664417773e-28,10.0,5.0
0.49672710892458694,3.135497517872618e-28,3.1141968593008743e-28,10.0,5.0
0.24006988865672896,2.154838358948621e-28,2.1401997008410553e-28,10.0,5.0
0.19184414680344064,1.8179845299838166e-28,1.8056342514263836e-28,10.0,5.0
0.3746967419346343,2.839726982923048e-28,2.820435609048399e-28,10.0,5.0
0.4975727227975195,3.136468747345965e-28,3.1151614908332833e-28,10.0,5.0
0.03318233303521656,3.690850861657928e-29,3.6657774710411744e-29,10.0,5.0
0.9135181941033476,1.8150638981171368e-28,1.8027334605520292e-28,10.0,5.0
0.2515948811578247,2.228193213963e-28,2.213056227691461e-28,10.0,5.0
0.28695146696477947,2.4360304619027286e-28,2.4194815560772315e-28,10.0,5.0
0.13394976854302376,1.349836507001588e-28,1.3406665407045584e-28,10.0,5.0
0.6318491696164467,3.1023981317405363e-28,3.0813223302189966e-28,10.0,5.0
0.8537101574102813,2.2261145042439645e-28,2.2109916394589567e-28,10.0,5.0
0.48737707661994156,3.1237692198936735e-28,3.1025482362282357e-28,10.0,5.0
0.8326323212432529,2.3532856487567004e-28,2.33729886074608e-28,10.0,5.0
0.47168934240988447,3.1000148723553014e-28,3.0789552612451204e-28,10.0,5.0
0.1928116984496694,1.825217345678622e-28,1.812817931780857e-28,10.0,5.0
0.5645490308092805,3.166253102103276e-28,3.144743508842473e-28,10.0,5.0
0.08119144650848309,8.626351990859934e-29,8.56774981451316e-29,10.0,5.0
0.3018746388773562,2.5159667165895722e-28,2.49887477258307e-28,10.0,5.0
0.6916611211538755,2.966746622760588e-28,2.946592354890787e-28,10.0,5.0
0.19432288820849364,1.83647518847314e-28,1.8239992956548117e-28,10.0,5.0
0.9221493424688232,1.7496131410833043e-28,1.7377273360593141e-28,10.0,5.0
0.8638411746763834,2.161708702603887e-28,2.147023371570083e-28,10.0,5.0
0.7669366770237599,2.6904934264887246e-28,2.6722158544158897e-28,10.0,5.0
0.803709439201822,2.512780973043152e-28,2.4957106710361347e-28,10.0,5.0
0.9369924767978445,1.6334403533391234e-28,1.622343755409924e-28,10.0,5.0
0.9171038403451425,1.7880613781184348e-28,1.7759143792119973e-28,10.0,5.0
0.6499056186046832,3.069271196199808e-28,3.048420438882507e-28,10.0,5.0
0.6200044868854102,3.120453225341288e-28,3.0992547685211404e-28,10.0,5.0
0.5368810336547495,3.1652359771738693e-28,3.1437332936397466e-28,10.0,5.0
0.1519850667654692,1.5031346863482424e-28,1.4929233056793845e-28,10.0,5.0
0.2999201053765813,2.5057602761368192e-28,2.488737668464378e-28,10.0,5.0
0.38569598222670665,2.879060445381473e-28,2.8595018639426384e-28,10.0,5.0
0.5884453139275988,3.154343968168852e-28,3.1329152783035606e-28,10.0,5.0
0.7589906291618139,2.72520678537001e-28,2.706693391900014e-28,10.0,5.0
0.5095409574631266,3.148623311178664e-28,3.127233483969404e-28,10.0,5.0
0.1290359781796605,1.3068995086845503e-28,1.2980212301774275e-28,10.0,5.0
0.05670990355168848,6.169341456707891e-29,6.127430712007001e-29,10.0,5.0
0.500848049462163,3.1400905474040503e-28,3.118758686589809e-28,10.0,5.0
0.8038234029220106,2.5121865922038914e-28,2.4951203280578746e-28,10.0,5.0
0.4418044450317459,3.040629176918675e-28,3.019972996018635e-28,10.0,5.0
0.4282043110221201,3.0074661874781266e-28,2.9870352957104357e-28,10.0,5.0
0.41376933816649064,2.9680677064730137e-28,2.9479044639658437e-28,10.0,5.0
0.4098140622644507,2.9565173942996918e-28,2.9364326175717503e-28,10.0,5.0
0.18541634911770088,1.7694409809367676e-28,1.757420477656845e-28,10.0,5.0
0.05795075748828793,6.296868543920427e-29,6.25409145793625e-29,10.0,5.0
0.5577029717004782,3.167480781208888e-28,3.1459628478447027e-28,10.0,5.0
0.345767958896147,2.7242899812020927e-28,2.705782815940675e-28,10.0,5.0
0.7758496723600756,2.64999639785992e-28,2.631993937910453e-28,10.0,5.0
0.9688278904852935,1.3688521669436818e-28,1.3595530198460245e-28,10.0,5.0
0.18587513197413563,1.772934187375671e-28,1.7608899533808176e-28,10.0,5.0
0.6672739896328023,3.0310213995433535e-28,3.010430488025375e-28,10.0,5.0
0.015458835526126702,1.74791081462706e-29,1.736036574171122e-29,10.0,5.0
0.128436799779022,1.3016295706204622e-28,1.2927870928597127e-28,10.0,5.0
0.3612895343973529,2.788386706979674e-28,2.7694441076400656e-28,10.0,5.0
0.940466175919326,1.6055924288376996e-28,1.5946850127300173e-28,10.0,5.0
0.9650423173906032,1.4014165234841533e-28,1.3918961540010286e-28,10.0,5.0
0.42691530505714503,3.0041238604676865e-28,2.983715674432026e-28,10.0,5.0
0.9353939613031222,1.6461711758808657e-28,1.6349880925047838e-28,10.0,5.0
0.2610818764717554,2.2865077825016274e-28,2.2709746426030767e-28,10.0,5.0
0.639559018941879,3.089081250305593e-28,3.0680959155578366e-28,10.0,5.0
0.3351639099177567,2.6776252325494495e-28,2.659435079141066e-28,10.0,5.0
0.31774554648278,2.5959075401699875e-28,2.5782725269442554e-28,10.0,5.0
0.5687003783540084,3.165034862257057e-28,3.1435335449751193e-28,10.0,5.0
0.6922702009391007,2.964983330338909e-28,2.9448410412028474e-28,10.0,5.0
0.02896530442370937,3.234469674542145e-29,3.2124966594766155e-29,10.0,5.0
0.7485734240322302,2.768730491558412e-28,2.749921424562879e-28,10.0,5.0
0.18421406775745786,1.760265996787545e-28,1.7483078227563859e-28,10.0,5.0
0.454736240385227,3.068601751128652e-28,3.047755541612989e-28,10.0,5.0
0.7454475196069839,2.781351363999189e-28,2.7624565584906055e-28,10.0,5.0
0.9856154409599059,1.2208576154279983e-28,1.2125638530879566e-28,10.0,5.0
0.34916259437295927,2.7387354340728634e-28,2.720130135211364e-28,10.0,5.0
0.41158664114803956,2.961733883068046e-28,2.9416136686956532e-28,10.0,5.0
0.2022499816328931,1.8947528460235825e-28,1.8818810503289869e-28,10.0,5.0
0.20054610108576498,1.8823364610854747e-28,1.869549014740456e-28,10.0,5.0
0.88611362864815,2.0126264955154591e-28,1.9989539381081461e-28,10.0,5.0
0.9836468492244763,1.238514942582644e-28,1.230101227126812e-28,10.0,5.0
0.6181503476241417,3.1230159340204675e-28,3.1018000677200237e-28,10.0,5.0
0.34552391224214907,2.7232422550772765e-28,2.704742207428421e-28,10.0,5.0
0.03903947888425041,4.3186075380346696e-29,4.289269551272222e-29,10.0,5.0
0.6658943091511977,3.0342887540850412e-28,3.0136756461522257e-28,10.0,5.0
0.414002324214923,2.9687379523020793e-28,2.9485701565534304e-28,10.0,5.0
0.4335262061923265,3.0209004703818642e-28,3.000378314286375e-28,10.0,5.0
0.39133871954586896,2.898264414826574e-28,2.878575373327142e-28,10.0,5.0
0.6840529214953377,2.9881236278480286e-28,2.9678241376382154e-28,10.0,5.0
0.5545931235409982,3.1677171448933514e-28,3.146197605818406e-28,10.0,5.0
0.961161857174608,1.4344884012052875e-28,1.4247433615472924e-28,10.0,5.0
0.7964739459478523,2.5499660166584017e-28,2.5326431021349496e-28,10.0,5.0
0.5890235651496525,3.1539089138536676e-28,3.132483179482167e-28,10.0,5.0
0.34623759062022663,2.726302696989768e-28,2.707781858564369e-28,10.0,5.0
0.7046984656547884,2.927321823623158e-28,2.9074353838032407e-28,10.0,5.0
0.37967854802736856,2.8578531084071753e-28,2.8384385966866585e-28,10.0,5.0
0.29853451507842943,2.498476788820427e-28,2.48150366072044e-28,10.0,5.0
0.8895745307808064,1.9885364452572887e-28,1.9750275409649494e-28,10.0,5.0
0.2168057159383575,1.9983661072722064e-28,1.9847904262487912e-28,10.0,5.0
0.5490237029513401,3.1676387955859885e-28,3.1461197887684917e-28,10.0,5.0
0.9978788526609237,1.1090493859228714e-28,1.101515180530013e-28,10.0,5.0
0.4041745495621989,2.9394871766908284e-28,2.919518092878824e-28,10.0,5.0
0.733583146724107,2.827408182380483e-28,2.8082004949265814e-28,10.0,5.0
0.07533976454729274,8.050380522738679e-29,7.995691145403835e-29,10.0,5.0
0.6648555769090612,3.036722606014234e-28,3.0160929639752243e-28,10.0,5.0
0.6842847080605383,2.9874901132917396e-28,2.9671949267935713e-28,10.0,5.0
0.6533560097482431,3.062170885270011e-28,3.0413683631364263e-28,10.0,5.0
0.20003032043170188,1.8785660234446608e-28,1.865804191154314e-28,10.0,5.0
0.17705044162981365,1.704976180377473e-28,1.6933936116514095e-28,10.0,5.0
0.04669726352235093,5.128612366863131e-29,5.093771701115274e-29,10.0,5.0
0.6040607210980886,3.1401586768767757e-28,3.1188263532324297e-28,10.0,5.0
0.3790672487227237,2.8556566440142487e-28,2.836257053733706e-28,10.0,5.0
0.793207388182805,2.5663976694690954e-28,2.54896312831402e-28,10.0,5.0
0.4281028207716894,3.0072042791712667e-28,2.9867751666489593e-28,10.0,5.0
0.4603479465017438,3.0796604168922298e-28,3.058739081543304e-28,10.0,5.0
0.22826891712273167,2.076870221590392e-28,2.062761231474554e-28,10.0,5.0
0.6356014616428027,3.0960710748552957e-28,3.0750382555009503e-28,10.0,5.0
0.4886434237192985,3.1254639099584656e-28,3.1042314136018883e-28,10.0,5.0
0.1358839619020935,1.3666001471469025e-28,1.357316298898726e-28,10.0,5.0
0.43586496867287194,3.0266183710994107e-28,3.006057371072378e-28,10.0,5.0
0.12222758605922202,1.2465791124933713e-28,1.2381106139834812e-28,10.0,5.0
0.014723176960754425,1.6658548943288347e-29,1.6545380917697827e-29,10.0,5.0
0.5896275395585479,3.1534470962069053e-28,3.1320244991429634e-28,10.0,5.0
0.08646558512880798,9.139387148463485e-29,9.077299724029329e-29,10.0,5.0
0.16282970570168864,1.592062718374264e-28,1.5812472148710478e-28,10.0,5.0
0.081746763301496,8.680641675892786e-29,8.62167068852374e-29,10.0,5.0
0.15716077950807916,1.545880977361697e-28,1.5353792044520867e-28,10.0,5.0
0.2821428867251038,2.4092885364344247e-28,2.3929212989472703e-28,10.0,5.0
0.8266609395155291,2.3876371670909293e-28,2.3714170158072756e-28,10.0,5.0
0.7555346605384075,2.739895698830413e-28,2.7212825178374913e-28,10.0,5.0
0.93915460850125,1.6161364219481268e-28,1.6051573763794988e-28,10.0,5.0
0.5738931638877354,3.163007447957971e-28,3.141519903692707e-28,10.0,5.0
0.8820318571913127,2.0407186762497836e-28,2.0268552776931156e-28,10.0,5.0
0.7667567315687027,2.691294044826811e-28,2.673011033840974e-28,10.0,5.0
0.21060413927685928,1.95475859089937e-28,1.9414791527567484e-28,10.0,5.0
0.1362187585984449,1.369493944160677e-28,1.3601904372197962e-28,10.0,5.0
0.5182030508945021,3.155565710309647e-28,3.134128720673134e-28,10.0,5.0
0.04885692996922186,5.354851467266622e-29,5.318473870997945e-29,10.0,5.0
0.49428696411041295,3.1326116832866575e-28,3.111330629315725e-28,10.0,5.0
0.6983701001090742,2.946899351172842e-28,2.926879913566263e-28,10.0,5.0
0.16180892009698755,1.5837961590128878e-28,1.5730368134742199e-28,10.0,5.0
0.17639864607391353,1.6998926701818995e-28,1.6883446357249306e-28,10.0,5.0
0.9668418208844982,1.38597387716811e-28,1.376558415609378e-28,10.0,5.0
0.6695890270515961,3.025450169426959e-28,3.004897105449838e-28,10.0,5.0
0.06767236989646963,7.284934094063323e-29,7.235444693108444e-29,10.0,5.0
0.11488397693421426,1.1804383050407021e-28,1.1724191268537235e-28,10.0,5.0
0.6168991507918353,3.1247049603476313e-28,3.103477619831955e-28,10.0,5.0
0.4171856174676314,2.977782675126295e-28,2.957553435044888e-28,10.0,5.0
0.48454540215365005,3.119859301184453e-28,3.098664879123045e-28,10.0,5.0
0.4946868911711021,3.1330931243193566e-28,3.1118087997315794e-28,10.0,5.0
0.4601587435940654,3.0792982128792705e-28,3.058379338123592e-28,10.0,5.0
0.6339318017017646,3.098922516642969e-28,3.0778703263315018e-28,10.0,5.0
0.8350665383668255,2.339070005075624e-28,2.323179789481569e-28,10.0,5.0
0.716661672745399,2.8880413098867212e-28,2.868421717929666e-28,10.0,5.0
0.9295183107914013,1.6925100056500473e-28,1.6810121245150409e-28,10.0,5.0
0.6677315959336462,3.0299289726167526e-28,3.0093454823813485e-28,10.0,5.0
0.037630818936752575,4.168280624477488e-29,4.1399638671185377e-29,10.0,5.0
0.8361641318002045,2.3326199126529636e-28,2.316773515054536e-28,10.0,5.0
0.6893224483496182,2.9734455617411616e-28,2.9532457853638896e-28,10.0,5.0
0.6896908848597832,2.972397738571788e-28,2.9522050804663506e-28,10.0,5.0
0.22898412917782707,2.0816778572140096e-28,2.067536206952736e-28,10.0,5.0
0.7788429031616958,2.6360265247429013e-28,2.618118967594534e-28,10.0,5.0
0.037688884034736914,4.1744852528631814e-29,4.14612634504161e-29,10.0,5.0
0.8363714040935157,2.3313990542077385e-28,2.31556095037729e-28,10.0,5.0
0.03482512889064804,3.8676407907231906e-29,3.841366397108865e-29,10.0,5.0
0.7691958437116388,2.680384693018861e-28,2.6621757935183933e-28,10.0,5.0
0.19697263823346856,1.856100491666954e-28,1.8434912765033297e-28,10.0,5.0
0.27207834877471326,2.3517632078941504e-28,2.3357867624186187e-28,10.0,5.0
0.772731426243405,2.6643519641335998e-28,2.6462519812187523e-28,10.0,5.0
0.4619167767646295,3.082635112668357e-28,3.061693569049855e-28,10.0,5.0
0.16397484016462405,1.6013105437117746e-28,1.5904322161211646e-28,10.0,5.0
0.6453766492996404,3.0782159955217604e-28,3.0573044726910244e-28,10.0,5.0
0.7352539799717934,2.8210988565595475e-28,2.801934030818779e-28,10.0,5.0
0.02902489433805744,3.2409444082394814e-29,3.2189274077805533e-29,10.0,5.0
0.8791215560186512,2.0605372077442625e-28,2.0465391741670093e-28,10.0,5.0
0.32586405798508755,2.634778818068453e-28,2.616879737078622e-28,10.0,5.0
0.6674124844518219,3.0306912345391856e-28,3.010102565961002e-28,10.0,5.0
0.2552818703490667,2.2510782895099273e-28,2.235785835987067e-28,10.0,5.0
0.9604323969073036,1.4406704512084568e-28,1.4308834144716755e-28,10.0,5.0
0.20342148841288876,1.9032548001639841e-28,1.8903252473762034e-28,10.0,5.0
0.9454803113778804,1.5649534710992735e-28,1.554322131294793e-28,10.0,5.0
0.9946076559184371,1.139178877527964e-28,1.13143999073752e-28,10.0,5.0
0.4416863570422537,3.0403577498290116e-28,3.019703412839164e-28,10.0,5.0
0.08452246040483957,8.951043868793963e-29,8.890235933777886e-29,10.0,5.0
0.24939530233864315,2.214406094964646e-28,2.1993627699742057e-28,10.0,5.0
0.7405548781308009,2.800698311335484e-28,2.7816720744616967e-28,10.0,5.0
0.4661505730107055,3.090407957284661e-28,3.0694136096985622e-28,10.0,5.0
0.6667012790889912,3.0323824869275953e-28,3.011782329011757e-28,10.0,5.0
0.7997253112106635,2.5333908559772337e-28,2.5161805429904404e-28,10.0,5.0
0.165302028467746,1.6119945388670138e-28,1.6010436307268538e-28,10.0,5.0
0.3574497011537022,2.772995532545925e-28,2.7541574914621174e-28,10.0,5.0
0.5219367031812845,3.158077812569643e-28,3.1366237572418594e-28,10.0,5.0
0.5895857765161489,3.153479273199783e-28,3.1320564575449582e-28,10.0,5.0
0.857444358617343,2.2026230061822873e-28,2.1876597283134707e-28,10.0,5.0
0.9548519398529718,1.4875984334035155e-28,1.4774925965654113e-28,10.0,5.0
0.21783112853641018,2.0054995758018568e-28,1.9918754343421786e-28,10.0,5.0
0.23589368540249944,2.1275769554439523e-28,2.1131234946917996e-28,10.0,5.0
0.37846617739351573,2.8534893672385603e-28,2.834104500115157e-28,10.0,5.0
0.7687488921786557,2.6823930016984198e-28,2.664170458973116e-28,10.0,5.0
0.4599203904922228,3.0788408596964956e-28,3.057925091919463e-28,10.0,5.0
0.28705325370666623,2.436591340851463e-28,2.420038624756347e-28,10.0,5.0
0.9611214561234909,1.4348310820558522e-28,1.4250837144330291e-28,10.0,5.0
0.16511517357650562,1.6104925500786898e-28,1.5995518455346588e-28,10.0,5.0
0.003567935778068909,4.078248756320835e-30,4.050543620585951e-30,10.0,5.0
0.8438656254848077,2.2866582207542523e-28,2.2711240588699044e-28,10.0,5.0
0.21794769525299462,2.0063091118123057e-28,1.9926794708585073e-28,10.0,5.0
0.9045738532553697,1.8812582018794546e-28,1.8684780805700528e-28,10.0,5.0
0.7980219892065926,2.5421015993277936e-28,2.52483211086125e-28,10.0,5.0
0.5446204680336347,3.167121137734499e-28,3.145605647568821e-28,10.0,5.0
0.8391353334826,2.315033956190697e-28,2.2993070268592096e-28,10.0,5.0
0.6081068242145623,3.1356575420336654e-28,3.114355796355268e-28,10.0,5.0
0.08129027809850176,8.636018789991161e-29,8.577350943304557e-29,10.0,5.0
0.1372693594866693,1.3785596506822998e-28,1.3691945568582427e-28,10.0,5.0
0.812727927958373,2.4649114013363838e-28,2.4481662960157797e-28,10.0,5.0
0.31838663036179105,2.5990267856792167e-28,2.5813705822011386e-28,10.0,5.0
0.18453380135911934,1.762708912092884e-28,1.7507341423844584e-28,10.0,5.0
0.7726308264065939,2.6648117381931117e-28,2.6467086318536715e-28,10.0,5.0
0.0032184040290916816,3.679891797510074e-30,3.654892856093926e-30,10.0,5.0
0.8459307416637606,2.274124513965632e-28,2.2586754984440594e-28,10.0,5.0
0.8424881987082201,2.2949689580009777e-28,2.279378338034479e-28,10.0,5.0
0.9056026797644773,1.8737286891684316e-28,1.86099971877812e-28,10.0,5.0
0.7132237351242886,2.8996337532987133e-28,2.8799354093484136e-28,10.0,5.0
0.8793152547721435,2.059223621345725e-28,2.045234511473632e-28,10.0,5.0
0.08716836459200983,9.207313211647502e-29,9.144764338951413e-29,10.0,5.0
0.05047289353633433,5.523500971030372e-29,5.485977672850689e-29,10.0,5.0
0.9986718981444797,1.101711558669475e-28,1.0942272020013893e-28,10.0,5.0
0.9798593636086579,1.2722606292468969e-28,1.2636176661689714e-28,10.0,5.0
0.844224180811777,2.2844884089692785e-28,2.2689689874634203e-28,10.0,5.0
0.45175651270701533,3.062464097702996e-28,3.0416595836628555e-28,10.0,5.0
0.32954798774987437,2.6519661784758994e-28,2.633950337037793e-28,10.0,5.0
0.6531999052928964,3.0624974582321703e-28,3.0416927175608658e-28,10.0,5.0
0.21679258621665265,1.9982746264734352e-28,1.9846995669147967e-28,10.0,5.0
0.8958385137415594,1.9443030076979727e-28,1.9310945984133905e-28,10.0,5.0
0.4977302480747815,3.1366480330249187e-28,3.1153395585546625e-28,10.0,5.0
0.8056527650972657,2.502608610760274e-28,2.485607413580987e-28,10.0,5.0
0.7230104641376491,2.8659888865588594e-28,2.8465191053215015e-28,10.0,5.0
0.910330849256434,1.8388428825470293e-28,1.826350905058613e-28,10.0,5.0
0.10583642557243478,1.097411761973107e-28,1.08995661550235e-28,10.0,5.0
0.30920773942533697,2.5535528569697385e-28,2.536205575640014e-28,10.0,5.0
0.028862174824972775,3.2232624010713205e-29,3.201365521389214e-29,10.0,5.0
0.6458734427062907,3.077255607821592e-28,3.05635060927938e-28,10.0,5.0
0.3175811956919219,2.5951065043293123e-28,2.5774769328527194e-28,10.0,5.0
0.0651960817567162,7.035116089658831e-29,6.987323799923556e-29,10.0,5.0
0.15913795870587066,1.5620637606264963e-28,1.551452051753262e-28,10.0,5.0
0.8131319060464454,2.462727607825019e-28,2.445997337866145e-28,10.0,5.0
0.0248364470220942,2.784054554904461e-29,2.765141385564938e-29,10.0,5.0
0.5642317375490754,3.166331499345315e-28,3.1448213735014867e-28,10.0,5.0
0.9478096820449524,1.545896683401089e-28,1.535394803794151e-28,10.0,5.0
0.14589438713777958,1.4521195378018491e-28,1.4422547229506867e-28,10.0,5.0
0.5422589925300771,3.166677731442254e-28,3.14516525350859e-28,10.0,5.0
0.42680843429864923,3.003845201857975e-28,2.98343890885904e-28,10.0,5.0
0.5430757343083877,3.1668441815659885e-28,3.1453305728716795e-28,10.0,5.0
0.4298532688521739,3.011691574801932e-28,2.991231978328791e-28,10.0,5.0
0.9954966865164245,1.1310124033137838e-28,1.1233289945705901e-28,10.0,5.0
0.22129354887489616,2.029425270351472e-28,2.0156385923094038e-28,10.0,5.0
0.9180077456573903,1.7812121998270323e-28,1.769111730062379e-28,10.0,5.0
0.18408092155189515,1.7592480712877278e-28,1.7472968124218162e-28,10.0,5.0
0.9932064249925596,1.1520170266449539e-28,1.144190925296224e-28,10.0,5.0
0.9171592668741357,1.787641881719041e-28,1.7754977326154032e-28,10.0,5.0
0.6841216550806472,2.9879358828497217e-28,2.967637668064937e-28,10.0,5.0
0.5866716452674868,3.1556351175581683e-28,3.1341976564110816e-28,10.0,5.0
0.09775014785652081,1.0217686779729172e-28,1.0148274044988507e-28,10.0,5.0
0.9828053103637233,1.2460386019921962e-28,1.2375737753810264e-28,10.0,5.0
0.4688444382458835,3.0951599615052777e-28,3.0741333316995963e-28,10.0,5.0
0.8478022939208429,2.2626891339288435e-28,2.247317803407563e-28,10.0,5.0
0.668232471976735,3.028728267168355e-28,3.0081529337937546e-28,10.0,5.0
0.6293149430792422,3.1065059701373234e-28,3.085402262466136e-28,10.0,5.0
0.46378311846839126,3.086107391950671e-28,3.065142259783592e-28,10.0,5.0
0.8523635604555976,2.234514811794295e-28,2.2193348804410536e-28,10.0,5.0
0.7329753676234579,2.829688878358389e-28,2.8104656972464307e-28,10.0,5.0
0.6240596315947579,3.114599699141635e-28,3.0934410076099444e-28,10.0,5.0
0.8634070718662321,2.164512104866271e-28,2.1498077292265335e-28,10.0,5.0
0.36988696880054805,2.8217380428034834e-28,2.8025688748210454e-28,10.0,5.0
0.3073845885729918,2.5443124653249724e-28,2.5270279575826568e-28,10.0,5.0
0.11775596610298156,1.2064383846779888e-28,1.1982425778009692e-28,10.0,5.0
0.43172799607924606,3.016426931085433e-28,2.99593516548859e-28,10.0,5.0
0.8895108400917601,1.9889820178892555e-28,1.9754700866480027e-28,10.0,5.0
0.3984984624882276,2.9216799559186995e-28,2.9018318435083633e-28,10.0,5.0
0.5291310309810483,3.162102445211579e-28,3.1406210489832365e-28,10.0,5.0
0.32841988830604707,2.6467329566870002e-28,2.6287526665672674e-28,10.0,5.0
0.6182926008412625,3.1228218452034694e-28,3.101607297424073e-28,10.0,5.0
0.5024587046379658,3.141789911952109e-28,3.1204465066911285e-28,10.0,5.0
0.3313175918027803,2.660122106499859e-28,2.6420508586590805e-28,10.0,5.0
0.16628330672180003,1.6198704158852795e-28,1.6088660038382085e-28,10.0,5.0
0.7321894921307432,2.8326265161935102e-28,2.8133833785610286e-28,10.0,5.0
0.004122633380694074,4.709910141448462e-30,4.6779138833571184e-30,10.0,5.0
0.195699889213362,1.8466920979297834e-28,1.8341467976573703e-28,10.0,5.0
0.39645908277531705,2.9151186479043713e-28,2.895315109020593e-28,10.0,5.0
0.48249562289939973,3.116925167189199e-28,3.0957506778453244e-28,10.0,5.0
0.24570459629674035,2.1910468741915433e-28,2.1761622375060365e-28,10.0,5.0
0.813610434546322,2.46013643282379e-28,2.4434237657281045e-28,10.0,5.0
0.7885098853194578,2.5896391060252092e-28,2.5720466767195253e-28,10.0,5.0
0.25255007295583287,2.2341491522774345e-28,2.21897170499203e-28,10.0,5.0
0.045856676672160646,5.0402937014975515e-29,5.006053018918479e-29,10.0,5.0
0.13650820813740194,1.3719939103274617e-28,1.3626734201405557e-28,10.0,5.0
0.34816094688202004,2.734497921757613e-28,2.715921409971365e-28,10.0,5.0
0.5723094781153784,3.1636850816890444e-28,3.1421929339933746e-28,10.0,5.0
0.8175580757185723,2.4385790921864275e-28,2.4220128725206174e-28,10.0,5.0
